entities,created_at,id,author_id,lang,edit_history_tweet_ids,text,context_annotations,retweet_count,reply_count,like_count,quote_count
"{'mentions': [{'start': 0, 'end': 15, 'username': 'NerdeenKiswani', 'id': '2360591046'}, {'start': 16, 'end': 29, 'username': 'WOLPalestine', 'id': '3439407017'}], 'annotations': [{'start': 48, 'end': 56, 'probability': 0.5634, 'type': 'Other', 'normalized_text': 'palestine'}]}",2025-04-08T03:45:04.000Z,1909452408788304297,1760253905370292224,en,['1909452408788304297'],@NerdeenKiswani @WOLPalestine But did you free “palestine”?,,0,0,0,0
"{'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/4dA7KW1Rpd', 'expanded_url': 'https://x.com/aldamu_jo/status/1909078395280834753/video/1', 'display_url': 'pic.x.com/4dA7KW1Rpd', 'media_key': '7_1909078323440816128'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 55, 'end': 65, 'probability': 0.9683, 'type': 'Place', 'normalized_text': 'New Zealand'}, {'start': 96, 'end': 104, 'probability': 0.9439, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:45:04.000Z,1909452407433797941,1828956278892404736,en,['1909452407433797941'],"RT @aldamu_jo: Māori people , indigenous population of New Zealand , stands in solidarity  with Palestine 🇵🇸 https://t.co/4dA7KW1Rpd",,4453,0,0,0
"{'hashtags': [{'start': 114, 'end': 119, 'tag': 'ISIS'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'Hindubd49346', 'id': '1832440323462909952'}], 'annotations': [{'start': 26, 'end': 30, 'probability': 0.9504, 'type': 'Place', 'normalized_text': 'Dhaka'}, {'start': 33, 'end': 42, 'probability': 0.954, 'type': 'Place', 'normalized_text': 'Bangladesh'}, {'start': 73, 'end': 81, 'probability': 0.8883, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 87, 'end': 91, 'probability': 0.7287, 'type': 'Organization', 'normalized_text': 'Hamas'}, {'start': 115, 'end': 118, 'probability': 0.4868, 'type': 'Organization', 'normalized_text': 'ISIS'}]}",2025-04-08T03:45:04.000Z,1909452406489768391,1821231619258380289,en,['1909452406489768391'],"RT @Hindubd49346: 🇧🇩🇧🇩
In Dhaka, Bangladesh,during a rally in support of Palestine and Hamas Islamists raised the #ISIS flag.When someone t…",,93,0,0,0
"{'mentions': [{'start': 3, 'end': 16, 'username': 'imrobertmine', 'id': '31074043'}, {'start': 18, 'end': 27, 'username': 'JustLuai', 'id': '45243719'}], 'annotations': [{'start': 32, 'end': 35, 'probability': 0.379, 'type': 'Other', 'normalized_text': 'Luai'}]}",2025-04-08T03:45:03.000Z,1909452402551308386,1855473598921617408,en,['1909452402551308386'],"RT @imrobertmine: @JustLuai Hey Luai, Zionism is different than just Jewish Nationalism, it’s a movement based on the colonization of Pales…",,2,0,0,0
"{'mentions': [{'start': 3, 'end': 13, 'username': 'Apollouct', 'id': '1750821093236162560'}], 'annotations': [{'start': 69, 'end': 77, 'probability': 0.9323, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:45:02.000Z,1909452400467100054,1656812057952669697,en,['1909452400467100054'],RT @Apollouct: It breaks my heart to see our brothers and sisters in Palestine being terrorized and murdered again and again. Genocide is n…,,108,0,0,0
"{'mentions': [{'start': 3, 'end': 16, 'username': 'EgyptNews_fr', 'id': '1672721390695337987'}]}",2025-04-08T03:45:01.000Z,1909452396784189774,500029979,fr,['1909452396784189774'],"RT @EgyptNews_fr: 🇪🇬 🇵🇸 | « Tiens bon, Palestine… Demain, 100 millions arrivent. »

Des Égyptiens forcent le passage au poste-frontière de…",,319,0,0,0
"{'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/7bTvGKXO19', 'expanded_url': 'https://www.bernama.com/en/world/news.php?id=2410149', 'display_url': 'bernama.com/en/world/news.…', 'status': 200, 'unwound_url': 'https://www.bernama.com/en/world/news.php?id=2410149'}, {'start': 148, 'end': 171, 'url': 'https://t.co/e5HyYMTBXY', 'expanded_url': 'https://x.com/bernamadotcom/status/1909452392178888846/photo/1', 'display_url': 'pic.x.com/e5HyYMTBXY', 'media_key': '3_1909452150125871105'}], 'hashtags': [{'start': 110, 'end': 122, 'tag': 'BernamaNews'}, {'start': 123, 'end': 130, 'tag': 'CEAPAD'}, {'start': 131, 'end': 136, 'tag': 'Gaza'}, {'start': 137, 'end': 147, 'tag': 'Palestine'}], 'annotations': [{'start': 8, 'end': 12, 'probability': 0.9913, 'type': 'Place', 'normalized_text': 'Japan'}, {'start': 24, 'end': 29, 'probability': 0.7593, 'type': 'Other', 'normalized_text': 'CEAPAD'}, {'start': 68, 'end': 71, 'probability': 0.9406, 'type': 'Place', 'normalized_text': 'Gaza'}, {'start': 111, 'end': 121, 'probability': 0.7863, 'type': 'Place', 'normalized_text': 'BernamaNews'}, {'start': 124, 'end': 129, 'probability': 0.4604, 'type': 'Other', 'normalized_text': 'CEAPAD'}, {'start': 132, 'end': 135, 'probability': 0.9733, 'type': 'Place', 'normalized_text': 'Gaza'}, {'start': 138, 'end': 146, 'probability': 0.9365, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:45:00.000Z,1909452392178888846,106669711,en,['1909452392178888846'],"[World] Japan reaffirms CEAPAD role, begins treatment for evacuated Gaza patients 

https://t.co/7bTvGKXO19 

#BernamaNews #CEAPAD #Gaza #Palestine https://t.co/e5HyYMTBXY",,0,0,0,0
"{'mentions': [{'start': 3, 'end': 18, 'username': 'falastinerkive', 'id': '1481729901355012097'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.9787, 'type': 'Person', 'normalized_text': 'Ahmad Mansour'}, {'start': 74, 'end': 82, 'probability': 0.685, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:45:00.000Z,1909452389897084963,1157788406279233538,en,['1909452389897084963'],"RT @falastinerkive: Palestinian journalist Ahmad Mansour, a reporter for “Palestine Today,” was critically injured after Israeli shelling s…","[{'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074755369530880001', 'name': 'Journalists', 'description': 'Journalism'}}]",91,0,0,0
"{'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/8Y1cxXUuJ4', 'expanded_url': 'https://x.com/aldamu_jo/status/1909298356196606011/video/1', 'display_url': 'pic.x.com/8Y1cxXUuJ4', 'media_key': '7_1909298280950812672'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 40, 'end': 46, 'probability': 0.8846, 'type': 'Place', 'normalized_text': 'America'}, {'start': 75, 'end': 83, 'probability': 0.9423, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:59.000Z,1909452388479492308,1683917799213654018,en,['1909452388479492308'],RT @aldamu_jo: indigenous population of America stands in solidarity  with Palestine 🇵🇸 https://t.co/8Y1cxXUuJ4,,1168,0,0,0
"{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/JtFgirgayX', 'expanded_url': 'https://x.com/GraffitiRadical/status/1909229109110296844/photo/1', 'display_url': 'pic.x.com/JtFgirgayX', 'media_key': '3_1909229103448043520'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'GraffitiRadical', 'id': '1132946492799430656'}], 'annotations': [{'start': 26, 'end': 34, 'probability': 0.8114, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 50, 'end': 59, 'probability': 0.7765, 'type': 'Place', 'normalized_text': 'Korydallos'}, {'start': 62, 'end': 67, 'probability': 0.5133, 'type': 'Place', 'normalized_text': 'Athens'}, {'start': 70, 'end': 75, 'probability': 0.9417, 'type': 'Place', 'normalized_text': 'Greece'}]}",2025-04-08T03:44:59.000Z,1909452387082785166,1248275800727719943,en,['1909452387082785166'],"RT @GraffitiRadical: Free Palestine mural seen in Korydallos, Athens, Greece https://t.co/JtFgirgayX",,31,0,0,0
"{'mentions': [{'start': 3, 'end': 18, 'username': 'Yemenimilitary', 'id': '1818313690849972224'}], 'annotations': [{'start': 58, 'end': 64, 'probability': 0.7372, 'type': 'Place', 'normalized_text': 'Red Sea'}, {'start': 69, 'end': 77, 'probability': 0.966, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 85, 'end': 89, 'probability': 0.9851, 'type': 'Place', 'normalized_text': 'Yemen'}]}",2025-04-08T03:44:59.000Z,1909452385484693545,1495967552983420928,en,['1909452385484693545'],RT @Yemenimilitary: No Zionist ship will pass through the Red Sea to Palestine since Yemen announced the resumption of its operations in th…,,10104,0,0,0
"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/c7hQe7UsU0', 'expanded_url': 'https://x.com/jacksonhinklle/status/1909441067910676598/video/1', 'display_url': 'pic.x.com/c7hQe7UsU0', 'media_key': '7_1909379059613679616'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}], 'annotations': [{'start': 26, 'end': 32, 'probability': 0.9312, 'type': 'Place', 'normalized_text': 'Tunisia'}, {'start': 46, 'end': 54, 'probability': 0.8791, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:59.000Z,1909452384771715563,1757002597976756225,en,['1909452384771715563'],RT @jacksonhinklle: 🇹🇳 🇵🇸 Tunisia STANDS with Palestine! https://t.co/c7hQe7UsU0,"[{'domain': {'id': '13', 'name': 'Place', 'description': 'Named places in the world, like Fenway Park'}, 'entity': {'id': '1180055828675514368', 'name': 'Tunisia (تونس)'}}]",59,0,0,0
"{'mentions': [{'start': 3, 'end': 16, 'username': 'SabrinaM2812', 'id': '41469128'}]}",2025-04-08T03:44:58.000Z,1909452383236899258,1457111541774368770,in,['1909452383236899258'],RT @SabrinaM2812: Dah tak tahu nak panggil apa dah dengan what's currently happening dekat Palestine tu. They are being annihilated day by…,,5090,0,0,0
"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/WSEwGwBwQn', 'expanded_url': 'https://x.com/jacksonhinklle/status/1909380676215841208/video/1', 'display_url': 'pic.x.com/WSEwGwBwQn', 'media_key': '7_1909376294581583872'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}], 'annotations': [{'start': 25, 'end': 31, 'probability': 0.6497, 'type': 'Person', 'normalized_text': 'MOROCCO'}]}",2025-04-08T03:44:58.000Z,1909452381051322435,857448772359659522,en,['1909452381051322435'],RT @jacksonhinklle: 🇵🇸🇲🇦 MOROCCO STANDS WITH PALESTINE! https://t.co/WSEwGwBwQn,,214,0,0,0
"{'mentions': [{'start': 3, 'end': 13, 'username': 'Kahlissee', 'id': '848279118'}], 'annotations': [{'start': 36, 'end': 48, 'probability': 0.9794, 'type': 'Person', 'normalized_text': 'Ahmed Mansour'}, {'start': 72, 'end': 80, 'probability': 0.7924, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:58.000Z,1909452380552233395,1231954095403098113,en,['1909452380552233395'],"RT @Kahlissee: BREAKING: Journalist Ahmed Mansour, a correspondent for “Palestine Today” has succumbed to his wounds and died just moments…","[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074755369530880001', 'name': 'Journalists', 'description': 'Journalism'}}]",535,0,0,0
"{'mentions': [{'start': 0, 'end': 11, 'username': 'yousef_ki1', 'id': '775714779830902784'}], 'annotations': [{'start': 12, 'end': 20, 'probability': 0.8379, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:57.000Z,1909452380157919650,1409529115980427265,en,['1909452380157919650'],@yousef_ki1 Palestine will be free🇵🇸🇵🇸✌,,0,0,0,0
"{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/f5ZLzgkQxv', 'expanded_url': 'https://x.com/nadaa01012/status/1909298974554472928/photo/1', 'display_url': 'pic.x.com/f5ZLzgkQxv', 'media_key': '3_1909298960189067264'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'nadaa01012', 'id': '1720580951233667072'}]}",2025-04-08T03:44:55.000Z,1909452371274375241,1340022965715542016,en,['1909452371274375241'],"RT @nadaa01012: Can we get 3,000 people to reply with
“FREE PALESTINE”? 🇵🇸🍉 https://t.co/f5ZLzgkQxv",,171,0,0,0
"{'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/VEaVpKslnW', 'expanded_url': 'https://x.com/pslnational/status/1908600079667069245/video/1', 'display_url': 'pic.x.com/VEaVpKslnW', 'media_key': '13_1908599703186329601'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'Kahlissee', 'id': '848279118'}], 'annotations': [{'start': 50, 'end': 58, 'probability': 0.9467, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:55.000Z,1909452370763038982,1658040828538011650,en,['1909452370763038982'],RT @Kahlissee: 🇺🇸 Indigenous Americans stand with Palestine: https://t.co/VEaVpKslnW,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}]",3884,0,0,0
"{'hashtags': [{'start': 111, 'end': 125, 'tag': 'freepalestine'}, {'start': 126, 'end': 139, 'tag': 'stopgenocide'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'lolclob', 'id': '2830028418'}], 'annotations': [{'start': 13, 'end': 17, 'probability': 0.3904, 'type': 'Place', 'normalized_text': '原爆ドーム'}]}",2025-04-08T03:44:55.000Z,1909452368586121340,1414106341623271424,ja,['1909452368586121340'],"RT @lolclob: 原爆ドームに向かう途中の道でパレスチナ人のひとたちと出会った！
原爆ドーム前で俺たちはパレスチナ解放を訴えてる！と伝えて一緒に原爆ドーム前へ！FREE PALESTINE！今すぐ解放！と訴えた！
#freepalestine #stopgenocide…","[{'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}]",334,0,0,0
"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/csyv6DuAng', 'expanded_url': 'https://x.com/Mo7ammed_jawad6/status/1908926644460347470/video/1', 'display_url': 'pic.x.com/csyv6DuAng', 'media_key': '13_1908925337745965056'}, {'start': 57, 'end': 80, 'url': 'https://t.co/csyv6DuAng', 'expanded_url': 'https://x.com/Mo7ammed_jawad6/status/1908926644460347470/video/1', 'display_url': 'pic.x.com/csyv6DuAng', 'media_key': '3_1908922554955206656'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'Mo7ammed_jawad6', 'id': '841771269087473665'}]}",2025-04-08T03:44:54.000Z,1909452364945248312,4748104767,en,['1909452364945248312'],"RT @Mo7ammed_jawad6: We are alive 🤍🙏

Free Palestine🇵🇸🇵🇸 https://t.co/csyv6DuAng",,4553,0,0,0
"{'mentions': [{'start': 3, 'end': 14, 'username': 'Pal_action', 'id': '1288252277187371012'}], 'annotations': [{'start': 26, 'end': 34, 'probability': 0.6818, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 54, 'end': 63, 'probability': 0.3855, 'type': 'Place', 'normalized_text': 'Glenrothes'}, {'start': 75, 'end': 93, 'probability': 0.5938, 'type': 'Organization', 'normalized_text': 'Scottish Enterprise'}]}",2025-04-08T03:44:54.000Z,1909452364458647941,946735110,en,['1909452364458647941'],"RT @Pal_action: BREAKING: Palestine Action target the Glenrothes office of Scottish Enterprise. 

The government body funds Israeli weaponr…","[{'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}]",564,0,0,0
"{'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/VlwpTmAgNY', 'expanded_url': 'https://x.com/aldamu_jo/status/1908475900775014878/video/1', 'display_url': 'pic.x.com/VlwpTmAgNY', 'media_key': '7_1908473971055480832'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 42, 'end': 50, 'probability': 0.895, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:53.000Z,1909452361895919741,975004807227498500,en,['1909452361895919741'],"RT @aldamu_jo: Remember her ?, Orphans in Palestine 🇵🇸  the older sister takes care of the younger sister  . https://t.co/VlwpTmAgNY","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}]",6892,0,0,0
"{'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 74, 'end': 79, 'probability': 0.9, 'type': 'Place', 'normalized_text': 'Sweden'}]}",2025-04-08T03:44:53.000Z,1909452361866920332,1050320977,en,['1909452361866920332'],"RT @aldamu_jo: This beautiful song was performed by a Palestinian band in Sweden. 🇵🇸 🇸🇪

It has been composed in Arabic and Swedish languag…",,3307,0,0,0
"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/gfSXUSkjTc', 'expanded_url': 'https://x.com/jacksonhinklle/status/1909418416269631504/video/1', 'display_url': 'pic.x.com/gfSXUSkjTc', 'media_key': '7_1909377945354813441'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}]}",2025-04-08T03:44:53.000Z,1909452361589727578,193861762,en,['1909452361589727578'],RT @jacksonhinklle: 🇵🇸 THE WORLD STANDS WITH PALESTINE! https://t.co/gfSXUSkjTc,,232,0,0,0
"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/vnkTeCqLPu', 'expanded_url': 'https://x.com/jacksonhinklle/status/1908859738030563654/video/1', 'display_url': 'pic.x.com/vnkTeCqLPu', 'media_key': '7_1908840437441249281'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}], 'annotations': [{'start': 27, 'end': 31, 'probability': 0.6322, 'type': 'Person', 'normalized_text': 'TEXAS'}]}",2025-04-08T03:44:50.000Z,1909452350462312742,1130822204260847616,en,['1909452350462312742'],RT @jacksonhinklle: 🩷🇵🇸 🇺🇸 TEXAS STANDS WITH PALESTINE! https://t.co/vnkTeCqLPu,"[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '855432197297192961', 'name': 'Texas', 'description': 'Texas'}}]",8519,0,0,0
"{'hashtags': [{'start': 226, 'end': 244, 'tag': 'gazaTheNexRiviara'}], 'mentions': [{'start': 181, 'end': 197, 'username': 'realDonaldTrump', 'id': '25073877'}], 'annotations': [{'start': 216, 'end': 224, 'probability': 0.8538, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:50.000Z,1909452349619216428,467940385,en,['1909452349619216428'],"Why do deranged, violent, backward, raciest Democrats always do selfyVids from their cars? Feels gay.

Film videos of your self's performing ""self  emulation"" while screaming about @realDonaldTrump , the weather, or Palestine #gazaTheNexRiviara

Way more interesting","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696420500541440', 'name': 'Automotive, Aircraft & Boat Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}]",0,0,0,0
"{'mentions': [{'start': 3, 'end': 14, 'username': 'IAJT1210_2', 'id': '1004427740341293056'}], 'annotations': [{'start': 81, 'end': 89, 'probability': 0.921, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 124, 'end': 129, 'probability': 0.9653, 'type': 'Place', 'normalized_text': 'London'}]}",2025-04-08T03:44:50.000Z,1909452348306461057,1239059544317321221,en,['1909452348306461057'],RT @IAJT1210_2: The woman that has been showing throat-slitting gestures towards Palestine supporters at a demonstration in London has been…,"[{'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '855412191050121217', 'name': 'London', 'description': 'london'}}]",7454,0,0,0
"{'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/X06IuBgLFW', 'expanded_url': 'https://x.com/n_rose77/status/1908945857766150507/photo/1', 'display_url': 'pic.x.com/X06IuBgLFW', 'media_key': '3_1908945850925256704'}], 'hashtags': [{'start': 65, 'end': 79, 'tag': 'FreePalestine'}, {'start': 80, 'end': 94, 'tag': 'SavePalestine'}, {'start': 95, 'end': 104, 'tag': 'SaveGaza'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'n_rose77', 'id': '1588121353441316864'}], 'annotations': [{'start': 66, 'end': 78, 'probability': 0.4395, 'type': 'Person', 'normalized_text': 'FreePalestine'}, {'start': 81, 'end': 93, 'probability': 0.334, 'type': 'Other', 'normalized_text': 'SavePalestine'}, {'start': 96, 'end': 103, 'probability': 0.5341, 'type': 'Other', 'normalized_text': 'SaveGaza'}]}",2025-04-08T03:44:50.000Z,1909452347526594570,324161457,en,['1909452347526594570'],RT @n_rose77: FROM THE RIVER TO THE SEA PALESTINE WILL BE FREE✊🏼 #FreePalestine #SavePalestine #SaveGaza 🇵🇸 https://t.co/X06IuBgLFW,"[{'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}]",127,0,0,0
"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/csyv6DuAng', 'expanded_url': 'https://x.com/Mo7ammed_jawad6/status/1908926644460347470/video/1', 'display_url': 'pic.x.com/csyv6DuAng', 'media_key': '13_1908925337745965056'}, {'start': 57, 'end': 80, 'url': 'https://t.co/csyv6DuAng', 'expanded_url': 'https://x.com/Mo7ammed_jawad6/status/1908926644460347470/video/1', 'display_url': 'pic.x.com/csyv6DuAng', 'media_key': '3_1908922554955206656'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'Mo7ammed_jawad6', 'id': '841771269087473665'}]}",2025-04-08T03:44:50.000Z,1909452347287519400,1298492880621719552,en,['1909452347287519400'],"RT @Mo7ammed_jawad6: We are alive 🤍🙏

Free Palestine🇵🇸🇵🇸 https://t.co/csyv6DuAng",,4553,0,0,0
"{'mentions': [{'start': 0, 'end': 14, 'username': 'shadowed_news', 'id': '1694241748946710528'}], 'annotations': [{'start': 15, 'end': 23, 'probability': 0.6743, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:50.000Z,1909452346913943888,464409876,en,['1909452346913943888'],@shadowed_news Palestine flag is a symbol of shame for Arab nations,,0,0,0,0
"{'mentions': [{'start': 3, 'end': 14, 'username': 'narakim019', 'id': '950175495940857857'}]}",2025-04-08T03:44:49.000Z,1909452346255634588,1428941594577674240,in,['1909452346255634588'],"RT @narakim019: Laa haula walaa quwata illa billah.... Israel biadab ... 
Ya Allah jadikan api yg membakar orang2 Palestina itu sedingin ap…","[{'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074755369530880001', 'name': 'Journalists', 'description': 'Journalism'}}]",2,0,0,0
"{'mentions': [{'start': 3, 'end': 14, 'username': 'IAJT1210_2', 'id': '1004427740341293056'}], 'annotations': [{'start': 81, 'end': 89, 'probability': 0.921, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 124, 'end': 129, 'probability': 0.9653, 'type': 'Place', 'normalized_text': 'London'}]}",2025-04-08T03:44:47.000Z,1909452335677317423,146605397,en,['1909452335677317423'],RT @IAJT1210_2: The woman that has been showing throat-slitting gestures towards Palestine supporters at a demonstration in London has been…,"[{'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '855412191050121217', 'name': 'London', 'description': 'london'}}]",7454,0,0,0
